id,avis,note,reponse_proprietaire
avis-352,Toujours aussi bon ! J'y vais depuis plusieurs années maintenant 👌🏾 proprio très gentil,5,"thanks for the stars kim, always good to see U"
avis-353,Meilleur pita a Montréal,5,thanks for the stars jackson we love posts like yours
avis-354,les meilleurs a mtl,5,thanks for the stars sevets we love stars and good posts
avis-355,Excellent nourriture!,5,thanks for the stars mama
avis-356,miam,4,thanks for the stars stephanie
avis-357,Le meilleur restaurant en ville!!!,5,thanks for the stars  mlyne
avis-358,"Bonne nourriture, bon service.",5,
avis-359,Savoureux et rapide!,4,
avis-360,La meilleure place pour les authentique Gyros de Montréal... Coup sure,5,
avis-361,I have been going to this place for years it's one of my favourites. they make the best souvlaki in town,5,we really appreciate the complements desiree thanks
avis-362,Plat super bon Jaime aussi leur piment c'est tout simplement spécial,5,thanks for the stars  bebo
avis-363,Cool,5,Thanks for the stars
avis-364,Late nights in Villeray? Peckish? This place has you covered. Good selection of nocturnal  snacks; the fries are amazing and the gyros are fantastic.,4,"thanks for the stars fernando,its been open a long time,I hope we could stay open for another 38 years"
avis-365,C'est correct et bien consistant malgré la petite boisson en gobelet,4,"thanks for the stars chal , sorry about the drinks, but you could also apt for the refill, its only 50 cents on a small drink"
avis-366,"Decent meat poutine and the staff are always super friendly, come day or night.",4,"thanks for the stars shane,you sound like you like the service, its like a show sometimes"
avis-367,Tasty and plentiful food. Friendly and efficient staff. What more could you ask for?,5,"Thanks for all the complements, we could not do it if it wasn’t for you"
avis-368,I'd relax with the best gyro in town posts. If you're hungry and need something low cost then yes this is a decent option. Don't expect 5 star service but nothing to complain about,3,"thanks for the stars, and the comment"
avis-369,Les donner trop bon et bon service peu être un endroit familiale,5,thanks for the stars charles
avis-370,Jamais déçu !,5,thanks for the stars nicolas
avis-371,Always great!,5,thanks for the stars steve
avis-372,"As always, the food was delicious.! Keep in up!",5,thanks for the stars ernesto and the kind words
avis-373,C est Super bon,5,thanks for the stars lionelsakura and the kind words
avis-374,"Best doner, best gyro in town hands down. Friendly staff, quick service. The most remarkable thing is that after all these years they always manage to control the quality of the food. This place never disappoints.",5,"thanks for the stars vincent ,with reviews like yours makes us want to keep the place open for another 40 years"
avis-375,"Service ordinaire, mais la nourriture vaut le détour!",4,thanks for the stars jacob
avis-376,"Nothing wrong with the place , been coming there since senior highschool",5,"thanks for the stars jacky, love the review thanks"
avis-377,Solid and consistant,5,"thanks for the stars jacques, 5 stars makes us want to work harder glad you like it"
avis-378,"Hand down, best Doner in town!",5,"thanks for the stars rabih , you tell it like it is!!!!!"
avis-379,Deliciosas pitas,5,"thanks for the stars simon, we love customers like you"
avis-380,Mia mia,5,
avis-381,"I came here 35 years ago and loved it. I went last week and the same owner is still there, still smiling and friendly and the food is a good of not better! Very decent prices with generous portions. I hope they stay in business another 30 years!",5,
avis-382,"J'espère que je ne vais pas avoir une infection , dernière fois",1,allez dans hopital svp
avis-383,My husband has been going here since he was a kid and I finally tried their food and I have to say I am addicted he always said they had the best food in mtl and he was right if i could give 10 stars I would.,5,"thank you for the comment and the stars, what took him so long to bring you?We are always looking forward to serving new customers"
avis-384,"Service vite, tres tres bon 😋",5,thanks for the stars humberto
avis-385,Meilleur donner au monde :),5,merci ter4646:)
avis-386,Really good Souvlaki and burgers,5,thanks for the stars michael
avis-387,Good food for accessible price.,4,thanks for the stars  alicia
avis-388,Best souvlaki in the city! The place is not fancy but the food is amazing!,5,thanks for the stars and the encouraging comment always happy to serve you
avis-389,Délicieux,5,thanks for the stars Kentya
avis-390,"Generous servings, good food, fast and friendly service.",4,thanks for your generous coments
avis-391,J ai toujours aimé la place bon service et bonne bouffe mais malheureusement un cuisinier au cheveux gris à gâché mon experience car il devait réglé ses différents avec l'employé qui fesait mon repas donc j ai du attendre que monsieur finisse sa scène pour avoir mon repas .....heureusement le gars qui ma servis a bien fait ma bouffe,2,"sorry carlos,thanks for the stars,we have to send our employees to customer service school"
avis-392,Pas tres propre et service à la clientèle limite,1,"there are bad days for everyone, sorry alioune,we will try to fix the problem,thanks for the comment"
avis-393,"Ouvert tard, on aime!",4,thanks for the stars  the norm
avis-394,"Gros, si j'avais une seul chose a bouffer avant de mourir ca serait la poutine avec les deux viandes de chez La ligne rouge. Juste trop bon dans yeule. Le staff est nice, les prix sont decents pis la moustache du boss est juste trop epic. J'vous conseil n'importe quoi sur le menu ,c'est un vrai regal! Vraiment  un beau ptit joyaux de la petite italie vous serz pas decu! Bon appetit!",5,"thanks for the stars  Dom, we always try our best we love your review"
avis-395,Fast and tasty,5,
avis-396,I love this place. They've got the best gyros in Montreal! Their baklava is also really really really good,5,
avis-397,Poutine!!!,5,
avis-398,Gyro exellent   ....la sauce de ma poutine avais 0 gout,3,
avis-399,Service courtois et les plats sont appétissants,5,Merci Cedric!
avis-400,"No problem with the staff. But man, i asked for a pita and got one that was dry and tasted worse than mediocre.",2,
avis-401,Easy good food all the time. Great for a late night bite!,5,
avis-402,Ouvert tard et agréable. Il faut s'habituer au caractère unique des employés.,4,
avis-403,Best place for this type of food!,5,
avis-404,"Good and big plate of doner kebab at reasonable price, I will come back when I am super hungry!",5,:D
avis-405,L'endroit est mal propre et le propriétaire est très impoli. Aucun respect envers les gens. Il lance des insultes à ses clients.,1,
avis-406,Döner,5,
avis-407,"Great place for doner and their poutine with meat are delicious. They are also open late, so a great place to go for a late meal.",5,Thanks for the stars and the review. I know it’s a little crazy answering you 5 years later but your comment was hidden
avis-408,"Poutine traditionnelle 6.95$
Poutine au poulet 9.00$",4,
avis-409,"Good place for late night food, but don't expect quality",3,
avis-410,les 2 fois où je suis allé ce n'était pas très propre et l'ambiance n'était pas amicale avec le personnel qui se chicanait entre eux.Bouffe moyenne,2,
avis-411,"Excelente restaurante libanes, económico, muy rico y con porciones generosas, definitivamente regresaremos.",5,
avis-412,"Great food, nice staff.",5,
avis-413,L'endroit était tellement sale que nous avons décidé de trouver un autre restaurant,1,
avis-414,Delicious gyros!!,4,"thanks for the stars lucrecia ,and your post"
avis-415,Très bon,5,"thanks for the stars nelson, and the post, we're glad you liked our food"
avis-416,Excellent !!! Meilleur kebabier à MTL,5,
avis-417,Bon,5,
avis-418,"Food is good and price is ok. The only issu is the attitude of the staff. The lady at he cash register and the guy that takes the orders seriously lack client service skills. Both are  very rude. Hygiene is another issue, there are flies all over the place. In addition to all this, they only take cash.",1,"we are glad you liked the food, as for the rest, like they say -good help is hard to find,,thanks for the comments, we will try to right them"
avis-419,"This place is decent diner fare but, barely earns a two star rating. The fries are the soggy, homecut variety so points for that if you're into that kind of half-mushy, twice-fried mess. The wraps are unremarkable but the biggest shock came with the prices and how ridiculously stingy they are with toppings. Ordered a combo with a drink and the cup they gave me was the smallest I've ever seen. I asked about refills and they charge you fifty cents for a cup of ice. Dudes, you might have a decent spot but instead you're just gouging people and treating them like idiots.",2,"sorry chris but you can't please everyone, as for the drinks they are 12 ounces and we have been serving them for 37 years , why don't you opt for a bigger drink, its only a buck more, we don't gouge our costomers and I really resent what you posted, just come back and I will happily give you back your money so I don't have to read reviews like yours"
avis-420,"Meilleur resto grec pour les fins de soirées !! Frites super délicieuses, la sauce tatzaki miam, et la viande cuite au top.",5,merci Moe
avis-421,Bonne restauration rapide,4,
avis-422,Rien de trop méchant. service courtois,4,thanks for the stars guillaume
avis-423,Great classic gyros dinner joint at a fair price.,4,
avis-424,Excellent,5,thanks for the stars Hai we love to see them!!!
avis-425,"Le repas goûte très bon , puis le restaurant est bien accessible.",5,
avis-426,Best poutine with meat in the city tge gyros dammmm deliciosoooo 🔥🔥🔥🙏🏾,5,
avis-427,Très bon,5,
avis-428,Très bons Shish Taouk et excellentes frites maison... Personnel toujours sympathique!,5,
avis-429,La meilleure sauce en ville!,5,
avis-430,Best submarine EVER!,5,thanks for the post and the stars emanuel
avis-431,L'endroit n'est pas propre.les frittes ça goutte de l'eau.,1,just one of those days
avis-432,Best gyros of Montreal ! Been there for over 15 years and still the best . The same boss and workers for years,5,thanks for the post and the stars manue
avis-433,"Best fries, open late. Poutine I would step over my own mother for",5,"thanks for thegreat post but please dont hurt your mother,bring her with you"
avis-434,Greasy and delicious. Fresh fries are perfect.,5,"perfectly put david, thanks for the stars, and the comment"
avis-435,Best Doner period!,5,
avis-436,Good food. the owner is looking like Yanni... having the same voice too... its funny... :-),4,"thanks for the post and the stars Benoit, you think I might be related to yanni?"
avis-437,"Le patron est vraiment sympa, on y est servi rapidement. Le sourire du commis e st à revoir par contre.
La bouffe est vraiment bonne",4,"merci virginie, on aime te servir"
avis-438,Je ne vais là que pour le numéro 7 deux döners. Ils sont délicieux. Bref number 7 for life.,4,"69 for life, thanks for the stars"
avis-439,Always stop here when we visit from ottawa went this past Saturday. My wife went in got 4 sandwiches and poutine then I go in and get xtra 2 sandwiches and poutine  cuz we need back up  to share with family back home and I wasn't about to give one of mine lol that's how good it is .Always a treat here.,5,thanks jauques we love to serve you!!!!
avis-440,"Bonne bouffe qui remplit, mais on peut obtenir mieux pour le prix. Également, on ne peut payer qu'en argent comptant seulement, ce qui complexifie pour les gens qui n'apportent presque plus d'argent comptant avec eux.",3,
avis-441,I've been coming to la ligne rouge since I'm a kid if you are hungry at 3 am after partying all night forget McDonald's and come and have a gyro I ensure you they are the best in town,5,
avis-442,The poutine is awful....thanks god it was a small portion.,2,"bad day, sometimes it happens,sorry"
avis-443,I love this place. I just wish it was faster to get your order. Last time I've waited almost 45 min for 2 doners. There was no meat ready at 6PM.,3,
avis-444,"Mi familia me lo recomendó como muy buen lugar pero es muy desagradable hay muchos mejores de este tipo, el servicio es muy malo y grosero sobre todo un tipo Gordo como si les fueras a pedir gratis ,no hay estacionamiento y el lugar es muy sucio 🤮ultima vez que visito este lugar les recomiendo probar otros hay varios mucho mejores alrededor con una gran calidad.",1,"we are sorry you had a negative experience, we will try to make your next one a good one"
avis-445,Vraiment bon,4,thanks for the stars vincent
avis-446,Damn good,5,thanks for the stars sergio!!!
avis-447,Best Doner in town. Unbeatable!,5,"thanks for the stars ,your the best!!!!"
avis-448,"This place  it's an icon since I've been in Canada I know foisy place. The food is great👌 thk God... 'cause if we were
Had to rate the cashier service",5,thanks for the good words and the stars
avis-449,Gyu,5,thanks for the stars
avis-450,They are the best!!!! Their chicken tastes so good. OMG!!!!,5,"you da man.,,,,thanks for the good words,and the 5 stars!!!!!"
avis-451,"Très bon gyros, frites maison !",4,thanks for the stars
avis-452,This place is so good in the summer with their large opened windows,5,Thanks Vu Lihn!
avis-453,"A classic if you like gyros! Since i was kid, i crave for once in a while and it they never disappoint.",5,
avis-454,Les meilleurs souvlakis a mtl,5,
avis-455,Tabarnack! Best doner in Mtl and cheap,5,Tabarnak! you the best!!!!
avis-456,Je viens d appeler j ai posé une question et je me suis fait raccroché au nez !,1,"maybe it was a wrong number ,sorry,,,,"
avis-457,"Pour le manque d’hygiène et de conscience environnementale, je ne retournerai pas à ce restaurant. Aucun filet pour les cheveux, manipulation
de l’argent avec les gangs graisseux servant à la cuisine... Et tout est servi dans des assiettes en styromousse non recyclable et des fourchettes en plastique.",1,sorry???????????
avis-458,"Filling is much more important than the place, the grumpy guys, the greasy place. Incredible gyros and fries. For the rest, who really cares?",5,"thanks for the stars,and thanks for putting up with us ,love to serve you anytime"
avis-459,Excellent service and very good food ! Small prices and big plates !,5,"Thanks for the post, you are welcome here anytime Valentin!!!"
avis-460,"Service médiocre. Les employés ne connaissent pas la politesse d’après moi. Pas de bonjour, pas de contact visuel, air bête. Je ne recommande pas ce restaurant. Tu te fais parler comme si t’étais de trop.",1,We are saddened by this review :(
avis-461,Good food !!!,5,
avis-462,looks better than it tastes,2,1 more star Dunban...please?
avis-463,Toujours le même super bon goût ils ont la recette des meilleurs Doner au monde,5,Thank you German!
avis-464,La nourriture grecques est très bonne..,5,Merci Roberto!
avis-465,Les Gyros son excellents!,5,Thank you for all the stars Manuel!
avis-466,Excellent gyros.,4,Merci Yvan!
avis-467,I’ve been eating at la ligne rouge for the past 7 years and I love their food. Everything is so fresh! And tastes delicious.  The ambiance is amazing! And the service is excellent!! The BOSS is hilarious . LOVE IT! Absolutely nothing negative to say! I would recommend this restaurant to everyone!,5,We thank you for the kind review Gabriela!
avis-468,La poutine n'est vraiment pas fameuse et le gyro très bof,2,
avis-469,La nourriture est très bonne et le service est impeccable.,5,
avis-470,Les Doners sont à essayé absolument !!,5,
avis-471,Tres mauvais services. Je arriver à manger avec ma femme et le gars me faire sortir car ma femme il mange une autre chose. Terrible!!,1,
avis-472,Tres bon les souvlakis,5,
avis-473,"A true fan and supporter of their delicious food for now more than 12 years. Always had a weakness for gyros and doner and to be honest, they always deliver with great portions that will definitely get you full in no time. Too bad they don't use interac but Its no problem at all; Clients always get more than their money's worth for sure",4,Merci Max!
avis-474,Great fast food place been going for about 12 years... parking is rough,5,
avis-475,"Ok I would normally give 5/5, but the young fat cook was very rude and arrogant to me and my girlfriend. Miss the old workers who would make you feel welcome. Otherwise, food is fantastic and I've been there since I'm a teenager",4,"Thanks Edgar, we appreciate the kind comments. Cheers"
avis-476,"Prices are good, but the meat was really dry",2,
avis-477,Pretty bad. Lots of better places for fast-food.,2,
avis-478,Best chicken shawarma in town at a really fair price.,5,Thank you for the great review Martin!
avis-479,"Bon rapport qualité prix! Service moyen, toutefois.",4,
avis-480,Excellentes frites. Excellent gyros. La sauce à poutine n'est pas la meilleure à mon avis mais le resto en vaut quand même le détour!,4,
avis-481,Best shaworma in town!!!,5,
avis-482,"Le service est tres gentil. Cependant la poutine n'etais vraimemt pas bonne. Je le deconseille. Jai pas essayer les autres chose, possiblement que la poutine nest juste pas leur atrait majeur.",2,
avis-483,Very good food to go,5,
avis-484,"Un fast food vintage grec avec son charme. Leurs rondelles d'oignons sont excellentes et moins chères que partout ailleurs.  À travers la friture, il y a tout de même moyen de s'en sortir avec un plat presque santé.

Leur sauce tzaziki à base de yogourt est excellente dans leur Sandwich pita. Une belle alternative à la mayonnaise à l'ail.

*** Argent comptant seulement ***

Le propriétaire est hyper sympa.  L'ambiance du restaurant est un peu glauque et c'est ce qui fait son charme.",4,
avis-485,The best in the world,5,
avis-486,This place is to die for!,5,
avis-487,Very Good junk food! And excellent friendly and fast service,4,
avis-488,Great gyros!!!,4,
avis-489,"One of my favourite take-outs in the city. They make some damn good poutine and gyros. If you crave something greasy, you won't be disappointed. Be warned of two things, though. One: They take cash only. Two: They have a tendency of taking VERY extended Christmas breaks, which last through the entirety of January. Always miss that place when it happens.",5,
avis-490,"Love the food, love guys even when they rude. It's a classic in the neighbourhood. Been fed at the worst hours thanks to them. Cheers Mike!",5,
avis-491,"Platos de comida rápida estilo libanes. Muy buen precio, atención rápida.",5,
avis-492,"The meat on the roller is NOT chicken. It is actually pork. I was disgusted and disappointed by this. Buyers beware, not real shawarma",1,"Ummm, I guess you are not coming back?"
avis-493,Decent food; no need to dress fancy for the occasion,4,"It doesn't hurt to dress up when dining here, makes the place that much more classier. Thanks Julie"
avis-494,Excellent les meilleurs souvlakys à Montreal,5,
avis-495,"Best late night snack you can get, their doners and poutine also make the best hangover food.",5,
avis-496,"Petit grecque qui ne paye pas de mine mais qui vous surprendra par la qualité de ces plats.
N'y allé pas si vous cherchez des options ""taille fine"" ou un service à la clientèle incroyable (ils ont des jours avec et des jours sans). Mais le ""numéro 1"" est toujours un choix gagnant

PS: Il ne prennent que du Cash mais on un ATM qui ne prends presque rien, 1-2 dollarset une machine à Bitcoins",4,
avis-497,Sooooo goooooooood,5,
avis-498,DÉGEULASSE ! Déja que la nourriture n'était pas très excellent à la base j'ai trouver une larve dans mon cabaret Sa ma completement dégoûter. Celui qui prend ma commande s'essuie le front plein de sueur avec sa main et les laves pas. 3 seconde plus tard ton hot-dog est manipulé avec cette meme main pleine de sueur.,1,
avis-499,"Nous etions 4 travailleurs
Expetience hilarante
Trois gros sals derrieres le comptoir, tous en sueur, sans filet, sans gants a preparer notre bouffe
1 seul d'entre nous a termine son assiette apres la decouverte d'une bestiole dans une poutine.

N'invitez jamais une fille au premier RDV a cet endroit.",1,
avis-500,"Un classique du coin, excellente bouffe!",4,
avis-501,"Souvent du mauvais service tard le soir, mais la bouffe est un classique donc ce qu'on peut s'attendre pour de la malbouffe.",3,
avis-502,Pire service que j'ai reçu de toute ma vie. Le caissier est agressif et très impoli sans aucune raison avec les clients.,1,
avis-503,"Fidèle à la ligne rouge depuis plusieurs années, produits de bonne qualité, portions généreuses, bon service. A essayer sans tarder!",5,
avis-504,De la bonne mal bouffe. N'y allez PAS pour la qualité du service...,4,
avis-505,#7 anyday all day !!!!,5,
avis-506,"Amazing portions of great food. Easily split a plate between two people, and so tasty!",5,
avis-507,Fast food,3,
avis-508,Super bon je pourrais en manger tout les jours,5,
avis-509,Bon service et excellent doner!,5,
avis-510,La poutine!,4,
avis-511,Best gyros and french fries in town.,5,
avis-512,Je viens de rentrer le gars me regarde comme si j'avais pas d'affaires ici et continue de parler de ces trucs avec son collègue. D'autres clients​ viennent de rentrer pas d'entoutsiasme ni de bonsoir pour eux aussi. Même si la bouffe est bonne je ne reviendrai pas.,1,
avis-513,Service rapide bonne portion,5,
avis-514,Just ordered a meat poutine and Im not sharing 😝 fries are awesome meat is super tasty and portions are good will go back for sure good job guys !,5,
avis-515,La bouffe est juste trop bonne....Un bon comfort food!!,5,
avis-516,"Good portions , great gyros and close to home",5,
avis-517,"Selon moi, meilleur kebab et doner a Montréal. Pour le prix et la qualite, on n'as rien a se plaintre au niveau du service. Je fais souvent emporter.",4,
avis-518,Best Pita in Mtl !! and their frites are excelent,5,
avis-519,"Very nice poutine, come starving and leave with a full belly",5,
avis-520,Les meilleur souvlaki de Montréalll!!!!!,5,
avis-521,Les meilleurs donners en ville,5,
avis-522,Meilleur souvlaki à Mtl!!!,5,
avis-523,À vos risques et périls!,1,
avis-524,Best doner in the whole province hands down !!!,5,
avis-525,My favorite place to eat,5,
avis-526,Belle place pour attendre l'autobus a 3h du matin.,4,
avis-527,"I grew up with La Ligne Rouge, now imagine my kids are enjoying it as much .
Just the longevity of the place tells you that it's not only a restaurant but an institution.",5,
avis-528,Decent fast food. Doners are awesome here but the cook is annoyingly grumpy to customers.,4,
avis-529,pas exceptionnel mais correct,3,
avis-530,"La nourriture est pas bonne. Les frites sont cramées, ya trop de Mayo dans le sandwich en plus le service est à revoir. Bref je le conseille pas",1,
avis-531,ARK! Le gars est bête en plus il est toujours en train de transpirer! il s'essuie toujours le front et ne lave pas ses mains. CEST EXTREMENT MALPROPRE J'IRAI PLUS JAMAIS LABAS!!!!!!!,1,
avis-532,Excellents souvlakis.,4,
avis-533,"Le gars qui sert souvent la bouffe est pas mal bette, pas agréable du tout, on dirait qu'il faut tout le temps gueulé avec lui.

J'ai commandé des hots dogs la dernière fois et j'ai vraiment été dessus, ça semblait waste et les frites aussi était pas super.

J'ai juste tellement pas aimé le service à clientèle que j'y retournerai pas si c'est juste moi.",1,
avis-534,"Comme d'autres personnes l'ont dit précédemment, le service est vraiment médiocre et le molosse derrière le comptoir semble vouloir t'arracher la tête parce que tu commandes gentiment un #8. Disons que la classe n'est pas au rendez-vous sur la ligne rouge. Toutefois, le souflaki n'était pas mauvais, ce qui vaut à ce resto ces deux petites étoiles.",2,
avis-535,"The food is so comforting and delicious! I've been eating here since I was young.

Poutine with the fries well done! The fries are so potatoe-y and when you ask for it to be well done and the sauce drips over a part of it, its crispy at some parts and soft and saucy in other parts. The sauce is so flavourful because its made from the drippings of the doner meat. Getting the poutine with meat is super good too!

A souvlaki plate is good for sharing but if you want the full experience you should just get the doner, all dressed. Im not a big fan of the submarine because I dont like the bread and it gets soggy from all the sauce and cheese but the flavour is good. My favorite onion rings are from here because when you bite into the onion ring, the onion doesnt come out of the batter (which is what determines a good onion ring). It's crispy and the batter isnt too thick.

Just so so so good! I recommend this place to everyone!

The only complaint is the doners are lacking meat, especially because I know how fully loaded they were back in the days.",5,
avis-536,"Best poutine in town,  you can't go wrong",5,
avis-537,"Vraiment bon, la sauce souvlaki est excellente!",5,
avis-538,Great sandwiches & Poutine. Friendly people. No parking.,4,
avis-539,Meilleur souvlaki et pita à Montréal!,5,
avis-540,"La meilleur viande ""doner"" en ville, je mange à la ligne rouge depuis 1983!",5,
avis-541,"If you can get past the grumpy staff and shabby decor, the food is really worth your time. Mostly souvlaki with a fair bit of grease.",4,
avis-542,"Horrible waiting times at peak hours. The guy behind the counter looks like he s gonna rip u apart, on good days. Parking s horrible to non existing, and when u park in front, the ticket s about 100$ cuz there s a bus stop. It s not the cleanest... BUT THE FOOD S AMAZING!!!",5,
avis-543,"went to this place when I was in a hurry and discovered, after I ordered, that it would take  half an hour to order.the food was not so great and the fries neither.the only good things was that hockey was on",2,
avis-544,A decent greasy Greek - style joint.,4,
avis-545,Excellent souvlaki et extreme hot dog la nuit!,4,
avis-546,"Un bon #4 avec choux, moutarde, mayonnaise, excellent et pas chère !",4,
avis-547,great food reasonable price only downfall is that its not open 24/7 and closed on sundays,5,
avis-548,Simply amazing!,5,
avis-549,"Le meilleur souvlaki pita que j'ai mangé, ça change des brochettes à moitié brulées et trop cuites.",4,
avis-550,Great Greek food fast.,5,
avis-551,"Le sandwich était bien bon, j'ai vraiment apprécié.",3,
